# F-004 Wave Recognition Result
# Date: 2026-02-22 18:03:50
# Image dir: /home/ogu4/git/shakeop/data/test_fixtures/wave
# Threshold: 23
filename	result	confidence
negative/vlcsnap-2026-02-22-17h35m27s066.png	NONE	0.4531
negative/vlcsnap-2026-02-22-17h35m28s904.png	NONE	0.4531
negative/vlcsnap-2026-02-22-17h35m30s594.png	NONE	0.4531
negative/vlcsnap-2026-02-22-17h35m32s129.png	NONE	0.4531
negative/vlcsnap-2026-02-22-17h35m33s846.png	NONE	0.4531
negative/vlcsnap-2026-02-22-17h35m35s245.png	NONE	0.4531
wave1/vlcsnap-2026-02-22-17h03m06s455.png	WAVE_1	1.0000
wave1/vlcsnap-2026-02-22-17h03m53s364.png	WAVE_1	0.8750
wave1/vlcsnap-2026-02-22-17h12m45s422.png	WAVE_1	0.9062
wave1/vlcsnap-2026-02-22-17h13m03s917.png	WAVE_1	0.7500
wave1/vlcsnap-2026-02-22-17h13m29s480.png	WAVE_1	0.9375
wave1/vlcsnap-2026-02-22-17h13m49s565.png	NONE	0.6250
wave1/vlcsnap-2026-02-22-17h13m54s580.png	WAVE_1	0.9375
wave1/vlcsnap-2026-02-22-17h14m00s996.png	WAVE_1	0.7188
wave1/vlcsnap-2026-02-22-17h14m08s194.png	WAVE_1	0.7969
wave1/vlcsnap-2026-02-22-17h16m41s564.png	WAVE_1	0.9219
wave1/vlcsnap-2026-02-22-17h17m05s239.png	WAVE_1	0.9375
wave1/vlcsnap-2026-02-22-17h17m12s722.png	WAVE_1	0.9219
wave1/vlcsnap-2026-02-22-17h17m18s560.png	NONE	0.5000
wave1/vlcsnap-2026-02-22-17h17m25s711.png	WAVE_1	0.7656
wave1/vlcsnap-2026-02-22-17h17m35s589.png	WAVE_1	0.9219
wave1/vlcsnap-2026-02-22-17h18m00s041.png	WAVE_1	0.9375
wave1/vlcsnap-2026-02-22-17h18m19s325.png	WAVE_1	0.9375
wave1/vlcsnap-2026-02-22-17h18m31s696.png	WAVE_1	0.7500
wave1/vlcsnap-2026-02-22-17h18m36s177.png	WAVE_1	0.8750
wave1/vlcsnap-2026-02-22-17h18m51s408.png	WAVE_1	0.7031
wave1/vlcsnap-2026-02-22-17h18m59s606.png	WAVE_1	0.8125
wave1/vlcsnap-2026-02-22-17h19m02s276.png	WAVE_1	0.8906
wave1/vlcsnap-2026-02-22-17h20m17s923.png	WAVE_1	0.8594
wave1/vlcsnap-2026-02-22-17h26m40s009.png	WAVE_1	0.8594
wave1/vlcsnap-2026-02-22-17h26m54s223.png	WAVE_1	0.9375
wave2/vlcsnap-2026-02-22-17h05m11s802.png	WAVE_2	1.0000
wave2/vlcsnap-2026-02-22-17h05m25s402.png	WAVE_2	1.0000
wave2/vlcsnap-2026-02-22-17h05m57s933.png	WAVE_2	0.9844
wave2/vlcsnap-2026-02-22-17h06m05s875.png	WAVE_2	0.9219
wave2/vlcsnap-2026-02-22-17h06m13s580.png	WAVE_2	0.8906
wave2/vlcsnap-2026-02-22-17h07m04s546.png	WAVE_2	1.0000
wave2/vlcsnap-2026-02-22-17h15m08s503.png	WAVE_2	0.8281
wave2/vlcsnap-2026-02-22-17h15m22s505.png	WAVE_2	0.9219
wave2/vlcsnap-2026-02-22-17h15m30s713.png	WAVE_2	0.8750
wave2/vlcsnap-2026-02-22-17h15m51s558.png	WAVE_2	0.9219
wave2/vlcsnap-2026-02-22-17h15m56s337.png	WAVE_2	0.7344
wave2/vlcsnap-2026-02-22-17h20m43s845.png	WAVE_2	0.9375
wave2/vlcsnap-2026-02-22-17h20m48s704.png	WAVE_2	0.9531
wave2/vlcsnap-2026-02-22-17h21m00s770.png	WAVE_2	0.9531
wave2/vlcsnap-2026-02-22-17h21m03s250.png	WAVE_2	0.9688
wave3/vlcsnap-2026-02-22-17h07m51s176.png	WAVE_3	1.0000
wave3/vlcsnap-2026-02-22-17h07m58s500.png	WAVE_3	0.9688
wave3/vlcsnap-2026-02-22-17h08m09s174.png	WAVE_3	0.9375
wave3/vlcsnap-2026-02-22-17h08m20s279.png	WAVE_3	0.9375
wave3/vlcsnap-2026-02-22-17h08m30s728.png	WAVE_3	0.9375
wave3/vlcsnap-2026-02-22-17h08m40s818.png	WAVE_3	0.9375
wave3/vlcsnap-2026-02-22-17h09m03s700.png	WAVE_3	0.9062
wave3/vlcsnap-2026-02-22-17h09m13s931.png	WAVE_3	0.7969
wave3/vlcsnap-2026-02-22-17h10m11s189.png	WAVE_3	0.9375
wave3/vlcsnap-2026-02-22-17h21m28s736.png	WAVE_3	0.9062
wave3/vlcsnap-2026-02-22-17h21m33s092.png	WAVE_3	0.9531
wave3/vlcsnap-2026-02-22-17h21m52s408.png	WAVE_3	0.9375
wave3/vlcsnap-2026-02-22-17h21m58s911.png	WAVE_3	0.9844
wave3/vlcsnap-2026-02-22-17h22m09s246.png	WAVE_3	0.9219
wave3/vlcsnap-2026-02-22-17h22m15s864.png	WAVE_3	0.9219
wave3/vlcsnap-2026-02-22-17h22m29s998.png	WAVE_3	0.9375
wave3/vlcsnap-2026-02-22-17h22m40s057.png	WAVE_3	0.9219
wave3/vlcsnap-2026-02-22-17h23m06s463.png	WAVE_3	0.9531
wave3/vlcsnap-2026-02-22-17h27m34s123.png	WAVE_3	0.8594
wave3/vlcsnap-2026-02-22-17h27m37s435.png	WAVE_3	0.9219
wave3/vlcsnap-2026-02-22-17h34m19s107.png	WAVE_3	0.8750
wave4/vlcsnap-2026-02-22-17h28m42s432.png	WAVE_4	1.0000
wave4/vlcsnap-2026-02-22-17h28m52s559.png	WAVE_4	0.8906
wave4/vlcsnap-2026-02-22-17h28m59s940.png	WAVE_4	0.9375
wave4/vlcsnap-2026-02-22-17h29m43s449.png	WAVE_4	0.9062
wave4/vlcsnap-2026-02-22-17h29m53s085.png	WAVE_4	0.7031
wave4/vlcsnap-2026-02-22-17h30m38s544.png	WAVE_4	0.9531
wave5/vlcsnap-2026-02-22-17h30m55s826.png	WAVE_5	0.9219
wave5/vlcsnap-2026-02-22-17h31m07s472.png	WAVE_5	1.0000
wave5/vlcsnap-2026-02-22-17h31m15s471.png	WAVE_5	0.9375
wave5/vlcsnap-2026-02-22-17h31m31s304.png	WAVE_5	0.9062
wave5/vlcsnap-2026-02-22-17h31m44s536.png	WAVE_5	0.9375
wave5/vlcsnap-2026-02-22-17h31m51s278.png	WAVE_5	0.9062
wave5/vlcsnap-2026-02-22-17h32m14s895.png	WAVE_1	0.7031
wave5/vlcsnap-2026-02-22-17h32m17s217.png	WAVE_5	0.9531
