# F-005 Extra Wave Recognition Result
# Date: 2026-02-23 14:58:25
# Image dir: /home/ogu4/git/shakeop/data/test_fixtures/wave
# Threshold: 116
filename	result	confidence
extra/vlcsnap-2026-02-23-14h46m33s037.png	EXTRA	0.7852
extra/vlcsnap-2026-02-23-14h46m38s518.png	EXTRA	0.8164
negative/vlcsnap-2026-02-22-17h07m25s974.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h10m17s346.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h10m36s603.png	NONE	0.4844
negative/vlcsnap-2026-02-22-17h10m41s230.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h10m45s236.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h10m48s615.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h10m54s284.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h11m03s567.png	NONE	0.5039
negative/vlcsnap-2026-02-22-17h11m09s532.png	NONE	0.4922
negative/vlcsnap-2026-02-22-17h11m15s114.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h11m17s727.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h11m21s126.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h11m26s334.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h11m31s005.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h16m35s025.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h23m17s706.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h23m22s750.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h23m35s622.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h23m38s377.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h23m45s387.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h35m17s308.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h35m19s893.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h35m23s258.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h35m27s066.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h35m28s904.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h35m30s594.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h35m32s129.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h35m33s846.png	NONE	0.4883
negative/vlcsnap-2026-02-22-17h35m35s245.png	NONE	0.4883
negative/vlcsnap-2026-02-23-14h39m04s541.png	NONE	0.4883
negative/vlcsnap-2026-02-23-14h39m06s988.png	NONE	0.4883
negative/vlcsnap-2026-02-23-14h39m11s344.png	NONE	0.4883
negative/vlcsnap-2026-02-23-14h39m14s172.png	NONE	0.4883
negative/vlcsnap-2026-02-23-14h43m45s926.png	NONE	0.4883
negative/vlcsnap-2026-02-23-14h43m49s136.png	NONE	0.4883
negative/vlcsnap-2026-02-23-14h43m51s755.png	NONE	0.4883
negative/vlcsnap-2026-02-23-14h43m54s375.png	NONE	0.4883
negative/vlcsnap-2026-02-23-14h43m56s757.png	NONE	0.4883
wave1/vlcsnap-2026-02-22-17h03m06s455.png	NONE	0.5156
wave1/vlcsnap-2026-02-22-17h03m53s364.png	NONE	0.5234
wave1/vlcsnap-2026-02-22-17h12m45s422.png	EXTRA	0.5664
wave1/vlcsnap-2026-02-22-17h13m03s917.png	NONE	0.5273
wave1/vlcsnap-2026-02-22-17h13m29s480.png	EXTRA	0.5469
wave1/vlcsnap-2026-02-22-17h13m49s565.png	EXTRA	0.5469
wave1/vlcsnap-2026-02-22-17h13m54s580.png	NONE	0.5312
wave1/vlcsnap-2026-02-22-17h14m00s996.png	NONE	0.4766
wave1/vlcsnap-2026-02-22-17h14m08s194.png	NONE	0.5312
wave1/vlcsnap-2026-02-22-17h16m41s564.png	NONE	0.5273
wave1/vlcsnap-2026-02-22-17h17m05s239.png	NONE	0.5234
wave1/vlcsnap-2026-02-22-17h17m12s722.png	NONE	0.5430
wave1/vlcsnap-2026-02-22-17h17m18s560.png	NONE	0.4727
wave1/vlcsnap-2026-02-22-17h17m25s711.png	NONE	0.5312
wave1/vlcsnap-2026-02-22-17h17m35s589.png	NONE	0.4883
wave1/vlcsnap-2026-02-22-17h18m00s041.png	NONE	0.4531
wave1/vlcsnap-2026-02-22-17h18m19s325.png	NONE	0.5039
wave1/vlcsnap-2026-02-22-17h18m31s696.png	NONE	0.5352
wave1/vlcsnap-2026-02-22-17h18m36s177.png	EXTRA	0.5469
wave1/vlcsnap-2026-02-22-17h18m51s408.png	NONE	0.4844
wave1/vlcsnap-2026-02-22-17h18m59s606.png	NONE	0.4922
wave1/vlcsnap-2026-02-22-17h19m02s276.png	NONE	0.4844
wave1/vlcsnap-2026-02-22-17h20m17s923.png	EXTRA	0.5508
wave1/vlcsnap-2026-02-22-17h26m40s009.png	NONE	0.5078
wave1/vlcsnap-2026-02-22-17h26m54s223.png	NONE	0.5234
wave2/vlcsnap-2026-02-22-17h05m11s802.png	NONE	0.4883
wave2/vlcsnap-2026-02-22-17h05m25s402.png	NONE	0.5156
wave2/vlcsnap-2026-02-22-17h05m57s933.png	NONE	0.4922
wave2/vlcsnap-2026-02-22-17h06m05s875.png	NONE	0.5273
wave2/vlcsnap-2026-02-22-17h06m13s580.png	NONE	0.4844
wave2/vlcsnap-2026-02-22-17h07m04s546.png	NONE	0.4609
wave2/vlcsnap-2026-02-22-17h15m08s503.png	NONE	0.4922
wave2/vlcsnap-2026-02-22-17h15m22s505.png	NONE	0.4688
wave2/vlcsnap-2026-02-22-17h15m30s713.png	NONE	0.5078
wave2/vlcsnap-2026-02-22-17h15m51s558.png	NONE	0.5117
wave2/vlcsnap-2026-02-22-17h15m56s337.png	NONE	0.5352
wave2/vlcsnap-2026-02-22-17h20m43s845.png	NONE	0.4609
wave2/vlcsnap-2026-02-22-17h20m48s704.png	NONE	0.5117
wave2/vlcsnap-2026-02-22-17h21m00s770.png	NONE	0.4648
wave2/vlcsnap-2026-02-22-17h21m03s250.png	NONE	0.4570
wave3/vlcsnap-2026-02-22-17h07m51s176.png	NONE	0.5078
wave3/vlcsnap-2026-02-22-17h07m58s500.png	NONE	0.5039
wave3/vlcsnap-2026-02-22-17h08m09s174.png	NONE	0.4961
wave3/vlcsnap-2026-02-22-17h08m20s279.png	NONE	0.5312
wave3/vlcsnap-2026-02-22-17h08m30s728.png	NONE	0.5312
wave3/vlcsnap-2026-02-22-17h08m40s818.png	NONE	0.5000
wave3/vlcsnap-2026-02-22-17h09m03s700.png	NONE	0.4844
wave3/vlcsnap-2026-02-22-17h09m13s931.png	NONE	0.5352
wave3/vlcsnap-2026-02-22-17h10m11s189.png	NONE	0.4961
wave3/vlcsnap-2026-02-22-17h21m28s736.png	NONE	0.5039
wave3/vlcsnap-2026-02-22-17h21m33s092.png	NONE	0.4883
wave3/vlcsnap-2026-02-22-17h21m52s408.png	NONE	0.5195
wave3/vlcsnap-2026-02-22-17h21m58s911.png	NONE	0.5039
wave3/vlcsnap-2026-02-22-17h22m09s246.png	NONE	0.4727
wave3/vlcsnap-2026-02-22-17h22m15s864.png	NONE	0.5078
wave3/vlcsnap-2026-02-22-17h22m29s998.png	NONE	0.5312
wave3/vlcsnap-2026-02-22-17h22m40s057.png	NONE	0.5234
wave3/vlcsnap-2026-02-22-17h23m06s463.png	NONE	0.5156
wave3/vlcsnap-2026-02-22-17h27m34s123.png	NONE	0.5391
wave3/vlcsnap-2026-02-22-17h27m37s435.png	NONE	0.4766
wave3/vlcsnap-2026-02-22-17h34m19s107.png	NONE	0.4883
wave4/vlcsnap-2026-02-22-17h28m42s432.png	NONE	0.4766
wave4/vlcsnap-2026-02-22-17h28m52s559.png	NONE	0.5156
wave4/vlcsnap-2026-02-22-17h28m59s940.png	NONE	0.5312
wave4/vlcsnap-2026-02-22-17h29m43s449.png	NONE	0.5000
wave4/vlcsnap-2026-02-22-17h29m53s085.png	NONE	0.5391
wave4/vlcsnap-2026-02-22-17h30m38s544.png	NONE	0.4883
wave5/vlcsnap-2026-02-22-17h30m55s826.png	NONE	0.4570
wave5/vlcsnap-2026-02-22-17h31m07s472.png	NONE	0.5039
wave5/vlcsnap-2026-02-22-17h31m15s471.png	NONE	0.4844
wave5/vlcsnap-2026-02-22-17h31m31s304.png	NONE	0.5117
wave5/vlcsnap-2026-02-22-17h31m44s536.png	NONE	0.5234
wave5/vlcsnap-2026-02-22-17h31m51s278.png	NONE	0.5156
wave5/vlcsnap-2026-02-22-17h32m14s895.png	NONE	0.5391
wave5/vlcsnap-2026-02-22-17h32m17s217.png	NONE	0.5117
